language_code,language_name,form_uid,form_id,form_part,question_number,source_row_index,source_id
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,11,70,sw02027_A_7
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,12,71,sw02027_B_16
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,13,72,sw02027_A_31
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,14,73,sw02027_A_65
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,15,74,sw02027_A_79
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,16,75,sw02028_A_125
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,17,76,sw02028_A_147
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,18,77,sw02032_A_39
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,19,78,sw02032_A_77
DE,German,DE_T4,1oh7m4W1Rq4L83iqnaiRI1azyY8Dk__l8gGaJuNDtj10,4,20,79,sw02032_A_135
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,1,0,sw02005_B_2
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,2,1,sw02005_B_4
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,3,2,sw02005_B_8
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,4,3,sw02005_B_14
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,5,4,sw02005_A_19
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,6,5,sw02005_A_29
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,7,6,sw02005_A_37
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,8,7,sw02005_A_47
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,9,8,sw02005_A_55
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,10,9,sw02005_A_65
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,11,10,sw02005_A_81
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,12,11,sw02005_A_93
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,13,12,sw02005_A_99
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,14,13,sw02005_A_111
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,15,14,sw02005_A_121
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,16,15,sw02005_A_127
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,17,16,sw02005_A_147
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,18,17,sw02005_A_149
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,19,18,sw02005_A_155
IT,Italian,IT_T1,1NA9Irs8_JbxmI6K7Ll7iHt9EztQLPtqNkyqz6iXIyVo,1,20,19,sw02008_B_2
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,1,20,sw02008_B_6
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,2,21,sw02008_B_18
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,3,22,sw02008_A_19
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,4,23,sw02008_B_48
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,5,24,sw02008_B_62
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,6,25,sw02008_A_75
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,7,26,sw02010_B_22
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,8,27,sw02010_A_23
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,9,28,sw02010_B_38
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,10,29,sw02010_B_50
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,11,30,sw02012_A_15
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,12,31,sw02012_A_25
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,13,32,sw02012_B_40
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,14,33,sw02012_B_50
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,15,34,sw02012_A_61
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,16,35,sw02012_A_63
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,17,36,sw02012_A_65
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,18,37,sw02012_A_71
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,19,38,sw02012_A_87
IT,Italian,IT_T2,1tDudf03gORwu23Ki-hTerOJStWxZpnKrGmLJ2cizn0A,2,20,39,sw02012_B_98
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,1,40,sw02012_A_99
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,2,41,sw02012_A_101
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,3,42,sw02015_B_18
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,4,43,sw02015_B_20
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,5,44,sw02015_B_22
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,6,45,sw02015_B_30
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,7,46,sw02018_B_61
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,8,47,sw02018_A_86
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,9,48,sw02020_A_3
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,10,49,sw02020_B_20
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,11,50,sw02020_B_24
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,12,51,sw02020_B_32
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,13,52,sw02020_B_34
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,14,53,sw02020_B_64
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,15,54,sw02020_B_104
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,16,55,sw02020_B_110
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,17,56,sw02020_B_118
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,18,57,sw02020_B_120
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,19,58,sw02022_B_12
IT,Italian,IT_T3,16-2o72S4rJKzhPtfp7OXKfMrcQoW-mLiIZj3wcPBxEw,3,20,59,sw02022_B_18
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,1,60,sw02022_A_21
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,2,61,sw02022_A_39
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,3,62,sw02022_A_45
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,4,63,sw02022_B_52
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,5,64,sw02022_B_54
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,6,65,sw02024_B_4
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,7,66,sw02024_B_8
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,8,67,sw02024_A_15
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,9,68,sw02024_B_18
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,10,69,sw02024_A_35
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,11,70,sw02027_A_7
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,12,71,sw02027_B_16
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,13,72,sw02027_A_31
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,14,73,sw02027_A_65
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,15,74,sw02027_A_79
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,16,75,sw02028_A_125
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,17,76,sw02028_A_147
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,18,77,sw02032_A_39
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,19,78,sw02032_A_77
IT,Italian,IT_T4,1Ch3RebssVRVrdIXziLg1hXvrqwdnGRrSzWvs2psh1-M,4,20,79,sw02032_A_135
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,1,0,sw02005_B_2
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,2,1,sw02005_B_4
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,3,2,sw02005_B_8
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,4,3,sw02005_B_14
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,5,4,sw02005_A_19
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,6,5,sw02005_A_29
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,7,6,sw02005_A_37
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,8,7,sw02005_A_47
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,9,8,sw02005_A_55
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,10,9,sw02005_A_65
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,11,10,sw02005_A_81
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,12,11,sw02005_A_93
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,13,12,sw02005_A_99
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,14,13,sw02005_A_111
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,15,14,sw02005_A_121
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,16,15,sw02005_A_127
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,17,16,sw02005_A_147
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,18,17,sw02005_A_149
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,19,18,sw02005_A_155
SW,Swahili,SW_T1,1izNmv8LkHbeHziujnr_8LsJpXaycqlpQZgWzJ6TsCgs,1,20,19,sw02008_B_2
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,1,20,sw02008_B_6
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,2,21,sw02008_B_18
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,3,22,sw02008_A_19
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,4,23,sw02008_B_48
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,5,24,sw02008_B_62
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,6,25,sw02008_A_75
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,7,26,sw02010_B_22
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,8,27,sw02010_A_23
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,9,28,sw02010_B_38
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,10,29,sw02010_B_50
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,11,30,sw02012_A_15
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,12,31,sw02012_A_25
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,13,32,sw02012_B_40
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,14,33,sw02012_B_50
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,15,34,sw02012_A_61
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,16,35,sw02012_A_63
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,17,36,sw02012_A_65
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,18,37,sw02012_A_71
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,19,38,sw02012_A_87
SW,Swahili,SW_T2,1wnMg-RhTvnN-kEfbK9OacOU_S6BjL2jjJU95wrZkD64,2,20,39,sw02012_B_98
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,1,40,sw02012_A_99
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,2,41,sw02012_A_101
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,3,42,sw02015_B_18
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,4,43,sw02015_B_20
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,5,44,sw02015_B_22
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,6,45,sw02015_B_30
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,7,46,sw02018_B_61
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,8,47,sw02018_A_86
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,9,48,sw02020_A_3
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,10,49,sw02020_B_20
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,11,50,sw02020_B_24
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,12,51,sw02020_B_32
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,13,52,sw02020_B_34
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,14,53,sw02020_B_64
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,15,54,sw02020_B_104
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,16,55,sw02020_B_110
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,17,56,sw02020_B_118
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,18,57,sw02020_B_120
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,19,58,sw02022_B_12
SW,Swahili,SW_T3,1OwpGZxdQG3Gal8tjZMaAzOfF5V9jUpJqwFwXO_EPp7Y,3,20,59,sw02022_B_18
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,1,60,sw02022_A_21
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,2,61,sw02022_A_39
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,3,62,sw02022_A_45
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,4,63,sw02022_B_52
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,5,64,sw02022_B_54
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,6,65,sw02024_B_4
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,7,66,sw02024_B_8
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,8,67,sw02024_A_15
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,9,68,sw02024_B_18
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,10,69,sw02024_A_35
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,11,70,sw02027_A_7
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,12,71,sw02027_B_16
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,13,72,sw02027_A_31
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,14,73,sw02027_A_65
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,15,74,sw02027_A_79
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,16,75,sw02028_A_125
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,17,76,sw02028_A_147
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,18,77,sw02032_A_39
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,19,78,sw02032_A_77
SW,Swahili,SW_T4,1sD1i0CqEAuNFDFFwVFgBIJlLoZc2jxVEtJa9O8E54Fc,4,20,79,sw02032_A_135
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,1,0,sw02005_B_2
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,2,1,sw02005_B_4
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,3,2,sw02005_B_8
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,4,3,sw02005_B_14
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,5,4,sw02005_A_19
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,6,5,sw02005_A_29
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,7,6,sw02005_A_37
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,8,7,sw02005_A_47
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,9,8,sw02005_A_55
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,10,9,sw02005_A_65
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,11,10,sw02005_A_81
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,12,11,sw02005_A_93
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,13,12,sw02005_A_99
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,14,13,sw02005_A_111
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,15,14,sw02005_A_121
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,16,15,sw02005_A_127
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,17,16,sw02005_A_147
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,18,17,sw02005_A_149
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,19,18,sw02005_A_155
CS,Czech,CS_T1,1aCraiB6M0mqzwkM-f2TaH1fsa8tTwSxQjqWs0eM6OLs,1,20,19,sw02008_B_2
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,1,20,sw02008_B_6
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,2,21,sw02008_B_18
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,3,22,sw02008_A_19
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,4,23,sw02008_B_48
CS,Czech,CS_T2,1H_zh-1f5MpzoiOxoR-kTE4sWU4Zafz800Uy_ntcwOAc,2,5,24,sw02008_B_62
